Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
67;infrastructure;;6E:FF:7B:DF:86:12;;2;No;WPA2,AES-CCM;No;360.0;0;2;0;1;0;0;1;;;Sat Dec  7 20:58:45 2019;Sat Dec  7 20:58:47 2019;-79;0;0;51.278469;7.229095;1.088000;41.560200;51.278481;7.229104;1.244000;41.560200;51.278469;7.229095;1.088000;0;0;0.0.0.0;
68;infrastructure;;38:10:D5:9D:F6:AA;;5;No;WPA,None;No;-1.0;0;0;0;3;0;0;3;;;Sat Dec  7 20:58:30 2019;Sat Dec  7 20:58:34 2019;-1;0;0;51.278358;7.229024;1.461000;14.632500;51.278358;7.229024;1.461000;14.632500;51.278358;7.229024;1.461000;0;0;0.0.0.0;
69;infrastructure;UPC8231877;34:2C:C4:1B:0F:82;;1;No;WPA2,AES-CCM,TKIP;No;54.0;0;3;0;1;0;0;1;;;Sat Dec  7 20:57:08 2019;Sat Dec  7 20:58:38 2019;-71;0;0;51.277702;7.228642;0.827000;23.209000;51.278427;7.229066;1.504000;23.209000;51.277702;7.228683;0.828000;0;0;0.0.0.0;
70;infrastructure;UPCBAED68A;AC:22:05:1C:1E:33;;6;No;WPA2,AES-CCM,TKIP;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 20:57:49 2019;Sat Dec  7 20:58:00 2019;-75;0;0;51.277988;7.228804;0.797000;20.209999;51.278088;7.228890;1.084000;20.209999;51.277988;7.228804;0.797000;0;0;0.0.0.0;
71;infrastructure;HZN246278545;1C:3A:DE:82:52:86;;6;No;WPA2,AES-CCM,TKIP;No;54.0;0;6;0;0;0;0;0;;;Sat Dec  7 20:55:56 2019;Sat Dec  7 20:57:45 2019;-74;0;0;51.277222;7.228194;0.827000;22.888000;51.277977;7.228799;1.551000;22.888000;51.277222;7.228194;1.551000;0;0;0.0.0.0;
72;infrastructure;Unitymedia WifiSpot;92:5C:14:A9:2D:D3;;11;No;WPA2,AES-CCM,TKIP;No;54.0;0;5;0;0;0;0;0;;;Sat Dec  7 20:55:58 2019;Sat Dec  7 20:57:21 2019;-61;0;0;51.277233;7.228200;0.603000;23.100800;51.277798;7.228656;1.369000;23.100800;51.277233;7.228200;1.366000;0;0;0.0.0.0;
73;infrastructure;Unitymedia WifiSpot;AE:22:15:E4:E2:EB;;1;No;WPA2,AES-CCM,TKIP;No;54.0;0;6;0;0;0;0;0;;;Sat Dec  7 20:55:47 2019;Sat Dec  7 20:57:20 2019;-75;0;0;51.277126;7.228164;0.820000;25.315599;51.277782;7.228668;1.369000;25.315599;51.277126;7.228164;1.325000;0;0;0.0.0.0;
74;infrastructure;Telekom_FON;44:FE:3B:D5:31:89;;1;No;OPN,None;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 20:57:13 2019;Sat Dec  7 20:57:14 2019;-77;0;0;51.277737;7.228650;0.390000;0.000000;51.277748;7.228662;0.719000;0.000000;51.277737;7.228662;0.719000;0;0;0.0.0.0;
75;infrastructure;MOBILE HOTSPOT;08:78:08:C3:05:AE;;1;No;WPA2,AES-CCM;No;54.0;0;3;0;0;0;0;0;;;Sat Dec  7 20:56:10 2019;Sat Dec  7 20:57:13 2019;-79;0;0;51.277325;7.228270;0.719000;23.740000;51.277737;7.228668;1.434000;23.740000;51.277325;7.228270;1.434000;0;0;0.0.0.0;
76;infrastructure;Unitymedia WifiSpot;36:2C:94:13:73:52;;6;No;WPA2,AES-CCM,TKIP;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 20:56:57 2019;Sat Dec  7 20:57:18 2019;-82;0;0;51.277637;7.228624;0.432000;58.415001;51.277771;7.228641;1.369000;58.415001;51.277637;7.228624;1.369000;0;0;0.0.0.0;
77;infrastructure;o2-WLAN23;A0:E4:CB:29:4A:1D;;3;No;WPA2,AES-CCM;No;54.0;0;3;0;0;0;0;0;;;Sat Dec  7 20:54:04 2019;Sat Dec  7 20:57:03 2019;-72;0;0;51.276962;7.226840;0.776000;104.269798;51.277660;7.228656;1.072000;104.269798;51.276962;7.226840;0.776000;0;0;0.0.0.0;
78;infrastructure;UPC7DC46C9;AC:22:05:E4:E2:EB;;1;No;WPA2,AES-CCM,TKIP;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 20:56:01 2019;Sat Dec  7 20:57:03 2019;-73;0;0;51.277260;7.228209;1.072000;7.513500;51.277660;7.228656;1.194000;7.513500;51.277260;7.228209;1.194000;0;0;0.0.0.0;
79;infrastructure;Dummy OG;90:5C:44:A9:2D:D3;;11;No;WPA2,AES-CCM,TKIP;No;54.0;0;7;0;0;0;0;0;;;Sat Dec  7 20:55:57 2019;Sat Dec  7 20:56:48 2019;-53;0;0;51.277222;7.228194;1.194000;22.888000;51.277607;7.228523;1.551000;22.888000;51.277222;7.228194;1.551000;0;0;0.0.0.0;
80;infrastructure;WLAN-408997;64:CC:22:06:AC:12;;6;No;WPA2,AES-CCM;No;720.0;0;2;0;1;0;0;1;;;Sat Dec  7 20:56:12 2019;Sat Dec  7 20:56:50 2019;-75;0;0;51.277344;7.228292;1.360000;34.297501;51.277615;7.228540;1.575000;34.297501;51.277344;7.228292;1.360000;0;0;0.0.0.0;
81;infrastructure;HZN244371525;54:FA:3E:9E:51:6D;;6;No;WPA2,AES-CCM,TKIP;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 20:55:54 2019;Sat Dec  7 20:56:10 2019;-86;0;0;51.277195;7.228177;1.393000;27.632299;51.277325;7.228270;1.434000;27.632299;51.277195;7.228177;1.393000;0;0;0.0.0.0;
82;infrastructure;;50:7E:5D:7E:A3:60;;13;No;None;No;-1.0;0;0;0;0;0;0;0;;;Sat Dec  7 20:54:59 2019;Sat Dec  7 20:55:11 2019;-1;0;0;51.276878;7.227646;1.276000;96.900002;51.276878;7.227646;1.276000;96.900002;51.276878;7.227646;1.276000;0;0;0.0.0.0;
83;infrastructure;UPC3572369;34:2C:C4:32:FD:0F;;6;No;WPA2,AES-CCM,TKIP;No;54.0;0;3;0;0;0;0;0;;;Sat Dec  7 20:54:31 2019;Sat Dec  7 20:54:59 2019;-73;0;0;51.276878;7.227227;1.077000;73.791496;51.276909;7.227646;1.321000;73.791496;51.276909;7.227227;1.077000;0;0;0.0.0.0;
84;infrastructure;WLAN-D88D25;74:31:70:D8:8D:44;;1;No;WPA2,AES-CCM;No;54.0;0;3;0;0;0;0;0;;;Sat Dec  7 20:54:38 2019;Sat Dec  7 20:54:56 2019;-78;0;0;51.276882;7.227324;1.237000;91.750000;51.276897;7.227595;1.626000;91.750000;51.276897;7.227324;1.379000;0;0;0.0.0.0;
85;infrastructure;UPC248263761;F8:04:2E:9A:02:A8;;1;No;WPA2,AES-CCM,TKIP;No;54.0;0;5;0;0;0;0;0;;;Sat Dec  7 20:54:00 2019;Sat Dec  7 20:54:21 2019;-64;0;0;51.276928;7.226819;0.776000;140.595001;51.276978;7.227078;1.282000;140.595001;51.276978;7.226819;0.797000;0;0;0.0.0.0;
86;infrastructure;ARLO_VMB_1572167362;10:DA:43:6F:03:0A;;6;No;WPA2,AES-CCM;No;54.0;0;6;0;0;0;0;0;;;Sat Dec  7 20:53:50 2019;Sat Dec  7 20:54:06 2019;-72;0;0;51.276958;7.226822;0.776000;183.815002;51.277111;7.226867;1.404000;183.815002;51.277111;7.226867;1.404000;0;0;0.0.0.0;
87;infrastructure;FRITZ!Box 7490;5C:49:79:1C:D5:A6;;11;No;WPA2,AES-CCM;No;54.0;0;5;0;2;0;0;2;;;Sat Dec  7 20:52:21 2019;Sat Dec  7 20:53:52 2019;-56;0;0;51.277069;7.226827;1.055000;206.050095;51.277802;7.227329;1.557000;206.050095;51.277802;7.227329;1.264000;0;0;0.0.0.0;
88;infrastructure;Telekom_FON;4C:09:D4:1B:E6:B8;;6;No;OPN,None;No;54.0;0;12;0;0;0;0;0;;;Sat Dec  7 20:52:14 2019;Sat Dec  7 20:53:54 2019;-68;0;0;51.277039;7.226817;0.229000;0.000000;51.277866;7.227378;1.634000;0.000000;51.277866;7.227378;0.229000;0;0;0.0.0.0;
89;infrastructure;FRITZ!Box 7490 NJ;34:81:C4:B8:CA:4C;;1;No;WPA2,AES-CCM;No;54.0;0;3;0;1;0;0;1;;;Sat Dec  7 20:51:59 2019;Sat Dec  7 20:53:38 2019;-68;0;0;0.000000;0.000000;0.000000;0.000000;51.277962;7.227445;1.045000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
90;infrastructure;WLAN-214960;00:1A:2A:21:49:E8;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;8;0;0;0;0;0;;;Sat Dec  7 20:51:59 2019;Sat Dec  7 20:53:38 2019;-73;0;0;0.000000;0.000000;0.000000;0.000000;51.277828;7.227346;1.250000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
91;infrastructure;UPC4497011;58:23:8C:C7:A6:BA;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 20:52:01 2019;Sat Dec  7 20:53:38 2019;-74;0;0;51.277180;7.226967;0.859000;195.600006;51.277962;7.227445;1.045000;195.600006;51.277962;7.227445;0.859000;0;0;0.0.0.0;
92;infrastructure;WLAN-160519;4C:09:D4:1B:E6:B7;;6;No;WPA2,AES-CCM;No;54.0;0;8;0;3;0;0;3;;;Sat Dec  7 20:52:15 2019;Sat Dec  7 20:53:30 2019;-64;0;0;51.277245;7.226989;0.547000;208.580002;51.277866;7.227366;1.634000;208.580002;51.277866;7.227366;0.773000;0;0;0.0.0.0;
93;infrastructure;WLAN-4BAC74;50:7E:5D:4B:AC:1E;;6;No;WPA2,AES-CCM;No;54.0;0;6;0;1;0;0;1;;;Sat Dec  7 20:52:16 2019;Sat Dec  7 20:53:30 2019;-72;0;0;51.277245;7.226989;1.030000;203.107895;51.277851;7.227355;1.301000;203.107895;51.277851;7.227355;1.301000;0;0;0.0.0.0;
94;infrastructure;Unitymedia WifiSpot;56:67:11:73:0A:83;;11;No;WPA2,AES-CCM,TKIP;No;54.0;0;12;0;0;0;0;0;;;Sat Dec  7 20:51:57 2019;Sat Dec  7 20:53:29 2019;-72;0;0;0.000000;0.000000;0.000000;0.000000;51.277828;7.227346;1.250000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
95;infrastructure;WLAN-J54X9G;D0:6F:82:4A:2D:90;;6;No;WPA2,AES-CCM;No;54.0;0;5;0;1;0;0;1;;;Sat Dec  7 20:52:08 2019;Sat Dec  7 20:53:30 2019;-77;0;0;51.277245;7.226989;0.548000;201.919998;51.277912;7.227421;1.265000;201.919998;51.277912;7.227421;1.263000;0;0;0.0.0.0;
96;infrastructure;GuptonGast;AE:22:35:1C:18:C0;;9;No;WPA2,AES-CCM,TKIP;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 20:53:27 2019;Sat Dec  7 20:53:27 2019;-81;0;0;51.277267;7.227016;0.863000;0.000000;51.277279;7.227028;1.150000;0.000000;51.277279;7.227028;0.863000;0;0;0.0.0.0;
97;infrastructure;ein LAN vor unserer Zeit;AC:22:05:1C:18:C0;;9;No;WPA2,AES-CCM,TKIP;No;54.0;0;2;0;2;0;0;2;;;Sat Dec  7 20:53:26 2019;Sat Dec  7 20:53:27 2019;-84;0;0;51.277267;7.227016;0.860000;221.700500;51.277279;7.227027;1.150000;221.700500;51.277279;7.227027;0.860000;0;0;0.0.0.0;
98;infrastructure;brochi Gast;36:81:C4:B8:CA:4C;;1;No;WPA2,AES-CCM;No;54.0;0;3;0;0;0;0;0;;;Sat Dec  7 20:52:01 2019;Sat Dec  7 20:53:14 2019;-68;0;0;51.277374;7.227082;0.796000;195.600006;51.277962;7.227445;1.462000;195.600006;51.277962;7.227445;0.859000;0;0;0.0.0.0;
99;infrastructure;UPC7C2F6C4;54:67:51:73:0A:83;;11;No;WPA2,AES-CCM,TKIP;No;54.0;0;12;0;0;0;0;0;;;Sat Dec  7 20:52:17 2019;Sat Dec  7 20:53:35 2019;-73;0;0;51.277214;7.226980;0.547000;205.110001;51.277851;7.227355;1.491000;205.110001;51.277851;7.227355;1.302000;0;0;0.0.0.0;
100;infrastructure;Unitymedia WifiSpot;5A:23:8C:C7:A6:BC;;1;No;WPA2,AES-CCM,TKIP;No;54.0;0;5;0;0;0;0;0;;;Sat Dec  7 20:52:01 2019;Sat Dec  7 20:53:44 2019;-76;0;0;51.277142;7.226921;0.547000;195.600006;51.277962;7.227445;1.116000;195.600006;51.277962;7.227445;0.859000;0;0;0.0.0.0;
101;infrastructure;WLAN-EE9818;18:83:BF:EE:98:52;;11;No;WPA2,AES-CCM;No;54.0;0;4;0;0;0;0;0;;;Sat Dec  7 20:53:43 2019;Sat Dec  7 20:54:02 2019;-80;0;0;51.276970;7.226821;0.688000;218.317398;51.277142;7.226921;1.116000;218.317398;51.277142;7.226921;1.115000;0;0;0.0.0.0;
102;infrastructure;WLAN-ES6YU2;30:D3:2D:72:5C:41;;6;No;WPA2,AES-CCM;No;54.0;0;9;0;0;0;0;0;;;Sat Dec  7 20:52:08 2019;Sat Dec  7 20:54:00 2019;-75;0;0;51.276978;7.226819;0.797000;201.919998;51.277912;7.227421;1.634000;201.919998;51.277912;7.227421;1.263000;0;0;0.0.0.0;
103;infrastructure;Telekom_FON;4C:1B:86:FA:3C:59;;6;No;OPN,None;No;54.0;0;11;0;0;0;0;0;;;Sat Dec  7 20:52:19 2019;Sat Dec  7 20:54:02 2019;-70;0;0;51.276970;7.226819;0.548000;211.045593;51.277813;7.227338;1.695000;211.045593;51.277813;7.227338;1.250000;0;0;0.0.0.0;
104;infrastructure;FRITZ!Box 7490;E0:28:6D:15:E9:A7;;11;No;WPA2,AES-CCM;No;54.0;0;3;0;4;0;0;4;;;Sat Dec  7 20:52:20 2019;Sat Dec  7 20:54:00 2019;-69;0;0;51.276978;7.226819;0.797000;211.045593;51.277813;7.227338;1.695000;211.045593;51.277813;7.227338;1.250000;0;0;0.0.0.0;
105;infrastructure;Unser WLAN;4C:1B:86:FA:3C:57;;6;No;WPA2,AES-CCM;No;720.0;0;7;0;0;0;0;0;;;Sat Dec  7 20:52:13 2019;Sat Dec  7 20:54:00 2019;-67;0;0;51.276978;7.226817;0.230000;50.972599;51.277866;7.227378;1.634000;50.972599;51.277866;7.227378;0.230000;0;0;0.0.0.0;
106;infrastructure;o2-WLAN23;30:B5:C2:E9:2B:9F;;3;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;5;0;0;0;0;0;;;Sat Dec  7 20:52:18 2019;Sat Dec  7 20:54:05 2019;-66;0;0;51.276962;7.226822;0.776000;206.383499;51.277828;7.227346;1.028000;206.383499;51.277828;7.227346;1.028000;0;0;0.0.0.0;
107;infrastructure;WLAN-408135;4C:1B:86:08:D1:F6;;1;No;WPA2,AES-CCM;No;720.0;0;3;0;0;0;0;0;;;Sat Dec  7 20:53:38 2019;Sat Dec  7 20:54:05 2019;-65;0;0;51.276962;7.226840;0.776000;178.409302;51.277180;7.226967;1.115000;178.409302;51.277180;7.226967;1.045000;0;0;0.0.0.0;
108;infrastructure;FRITZ!Box 7590 XT;DC:39:6F:17:30:CB;;1;No;WPA2,AES-CCM;No;720.0;0;5;0;0;0;0;0;;;Sat Dec  7 20:51:58 2019;Sat Dec  7 20:54:04 2019;-64;0;0;0.000000;0.000000;0.000000;0.000000;51.277374;7.227082;1.116000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
109;infrastructure;Unitymedia WifiSpot;AE:22:15:47:E6:83;;6;No;WPA2,AES-CCM,TKIP;No;54.0;0;3;0;0;0;0;0;;;Sat Dec  7 20:53:11 2019;Sat Dec  7 20:54:14 2019;-79;0;0;51.276947;7.226989;1.030000;204.170502;51.277397;7.227096;1.373000;204.170502;51.277397;7.227096;1.038000;0;0;0.0.0.0;
110;infrastructure;UPC243492453;5C:A3:9D:8E:B6:28;;11;No;WPA2,AES-CCM,TKIP;No;54.0;0;3;0;0;0;0;0;;;Sat Dec  7 20:54:12 2019;Sat Dec  7 20:54:14 2019;-75;0;0;51.276947;7.226939;1.373000;99.910004;51.276955;7.227006;1.384000;99.910004;51.276955;7.226939;1.384000;0;0;0.0.0.0;
111;infrastructure;FRITZ!Box 7412;F0:B0:14:69:D0:16;;11;No;WPA2,AES-CCM;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 20:54:00 2019;Sat Dec  7 20:54:14 2019;-60;0;0;51.276947;7.226819;0.797000;140.595001;51.276978;7.227006;1.373000;140.595001;51.276978;7.226819;0.797000;0;0;0.0.0.0;
112;infrastructure;UPCD979E36;AC:22:05:1F:8F:29;;1;No;WPA2,AES-CCM,TKIP;No;54.0;0;4;0;0;0;0;0;;;Sat Dec  7 20:54:20 2019;Sat Dec  7 20:55:16 2019;-80;0;0;51.276882;7.227078;1.177000;112.010696;51.276928;7.227911;1.411000;112.010696;51.276928;7.227078;1.177000;0;0;0.0.0.0;
113;infrastructure;Baum ;14:CC:20:6F:76:B2;;3;No;WPA2,AES-CCM;No;54.0;0;9;0;0;0;0;0;;;Sat Dec  7 20:54:12 2019;Sat Dec  7 20:55:33 2019;-79;0;0;51.276894;7.226971;1.092000;97.240196;51.277054;7.228038;1.480000;97.240196;51.276951;7.226971;1.282000;0;0;0.0.0.0;
114;infrastructure;volker;54:FA:3E:87:CD:03;;6;No;WPA2,AES-CCM,TKIP;No;54.0;0;6;0;0;0;0;0;;;Sat Dec  7 20:54:21 2019;Sat Dec  7 20:55:33 2019;-77;0;0;51.276878;7.227102;1.158000;106.686302;51.277054;7.228038;1.346000;106.686302;51.276920;7.227102;1.158000;0;0;0.0.0.0;
115;infrastructure;Unitymedia WifiSpot;36:2C:94:32:FD:0F;;6;No;WPA2,AES-CCM,TKIP;No;54.0;0;3;0;0;0;0;0;;;Sat Dec  7 20:54:33 2019;Sat Dec  7 20:55:33 2019;-72;0;0;51.276909;7.227252;1.092000;83.775902;51.277054;7.228038;1.321000;83.775902;51.276909;7.227252;1.321000;0;0;0.0.0.0;
116;infrastructure;FRITZ!Box 7530 LQ;DC:39:6F:E8:B6:C9;;6;No;WPA2,AES-CCM;No;360.0;0;2;0;0;0;0;0;;;Sat Dec  7 20:54:54 2019;Sat Dec  7 20:55:33 2019;-70;0;0;51.276882;7.227595;1.237000;96.960403;51.277054;7.228038;1.314000;96.960403;51.276882;7.227595;1.237000;0;0;0.0.0.0;
117;infrastructure;DIRECT-0b-HP M277 LaserJet;DA:0F:99:35:BF:0B;;1;No;WPA2,AES-CCM;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 20:54:55 2019;Sat Dec  7 20:55:47 2019;-67;0;0;51.276882;7.227595;1.228000;96.960403;51.277119;7.228154;1.237000;96.960403;51.276882;7.227595;1.237000;0;0;0.0.0.0;
118;infrastructure;Dummy;BC:F2:AF:AF:3A:AE;;1;No;WPA2,AES-CCM;No;54.0;0;3;0;0;0;0;0;;;Sat Dec  7 20:55:40 2019;Sat Dec  7 20:56:01 2019;-74;0;0;51.277092;7.228116;1.115000;45.724899;51.277260;7.228209;1.194000;45.724899;51.277092;7.228116;1.115000;0;0;0.0.0.0;
119;infrastructure;2.4Gigahertz;C8:0E:14:C8:1B:1B;;6;No;WPA2,AES-CCM;No;54.0;0;3;0;0;0;0;0;;;Sat Dec  7 20:56:01 2019;Sat Dec  7 20:56:57 2019;-79;0;0;51.277260;7.228209;1.194000;7.513500;51.277637;7.228624;1.485000;7.513500;51.277260;7.228209;1.194000;0;0;0.0.0.0;
120;infrastructure;Telekom_FON;64:CC:22:06:AC:14;;6;No;OPN,None;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 20:56:22 2019;Sat Dec  7 20:56:54 2019;-79;0;0;51.277428;7.228343;1.250000;22.200001;51.277622;7.228598;1.463000;22.200001;51.277428;7.228343;1.463000;0;0;0.0.0.0;
121;infrastructure;UPC7811499;34:2C:C4:13:73:52;;6;No;WPA2,AES-CCM,TKIP;No;54.0;0;3;0;0;0;0;0;;;Sat Dec  7 20:56:53 2019;Sat Dec  7 20:57:06 2019;-79;0;0;51.277618;7.228577;0.698000;50.790001;51.277679;7.228676;1.369000;50.790001;51.277618;7.228577;0.904000;0;0;0.0.0.0;
122;infrastructure;Mobile;3C:DC:BC:F2:AB:91;;4;No;WPA2,AES-CCM;No;180.0;0;6;0;0;0;0;0;;;Sat Dec  7 20:56:01 2019;Sat Dec  7 20:57:06 2019;-72;0;0;51.277260;7.228209;0.698000;7.513500;51.277679;7.228676;1.474000;7.513500;51.277260;7.228209;1.194000;0;0;0.0.0.0;
123;infrastructure;SmartLife-3927;BE:DD:C2:3F:39:27;;1;No;OPN,None;No;48.0;0;6;0;0;0;0;0;;;Sat Dec  7 20:57:01 2019;Sat Dec  7 20:57:26 2019;-78;0;0;51.277653;7.228633;0.761000;25.950001;51.277847;7.228668;1.112000;25.950001;51.277653;7.228650;1.112000;0;0;0.0.0.0;
124;infrastructure;Unitymedia WifiSpot;DE:53:1C:DF:DA:AE;;11;No;WPA2,AES-CCM,TKIP;No;54.0;0;3;0;0;0;0;0;;;Sat Dec  7 20:57:20 2019;Sat Dec  7 20:57:26 2019;-75;0;0;51.277782;7.228633;0.761000;33.570000;51.277847;7.228646;0.827000;33.570000;51.277782;7.228646;0.820000;0;0;0.0.0.0;
125;infrastructure;Wuppertal Home;30:D3:2D:CC:6C:24;;6;No;WPA2,AES-CCM;No;54.0;0;8;0;0;0;0;0;;;Sat Dec  7 20:56:52 2019;Sat Dec  7 20:57:25 2019;-72;0;0;51.277618;7.228577;0.390000;47.262402;51.277832;7.228676;1.369000;47.262402;51.277618;7.228577;0.898000;0;0;0.0.0.0;
126;infrastructure;UPC6534EE1;80:3F:5D:02:02:D6;;11;No;WPA2,AES-CCM;No;54.0;0;3;0;0;0;0;0;;;Sat Dec  7 20:57:21 2019;Sat Dec  7 20:57:25 2019;-72;0;0;51.277798;7.228642;0.603000;44.250000;51.277832;7.228652;0.827000;44.250000;51.277798;7.228652;0.603000;0;0;0.0.0.0;
127;infrastructure;Dummy OG;54:FA:3E:A6:2F:4B;;6;No;WPA2,AES-CCM,TKIP;No;54.0;0;10;0;0;0;0;0;;;Sat Dec  7 20:55:33 2019;Sat Dec  7 20:57:25 2019;-67;0;0;51.277046;7.228029;0.827000;33.099998;51.277832;7.228668;1.369000;33.099998;51.277046;7.228029;1.255000;0;0;0.0.0.0;
128;infrastructure;;98:9B:CB:BC:36:D0;;7;No;WPA,None;No;-1.0;0;0;0;5;0;0;5;;;Sat Dec  7 20:56:48 2019;Sat Dec  7 20:57:37 2019;-76;0;0;51.277607;7.228523;0.390000;38.221901;51.277920;7.228730;1.345000;38.221901;51.277607;7.228523;1.328000;0;0;0.0.0.0;
129;infrastructure;UPCD8DB184;90:5C:44:F4:BB:56;;11;No;WPA2,AES-CCM,TKIP;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 20:57:26 2019;Sat Dec  7 20:57:37 2019;-74;0;0;51.277847;7.228633;0.761000;23.276899;51.277920;7.228730;1.309000;23.276899;51.277847;7.228633;0.761000;0;0;0.0.0.0;
130;infrastructure;devolo-cfc;30:D3:2D:CC:5C:FC;;1;No;WPA2,AES-CCM;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 20:57:29 2019;Sat Dec  7 20:57:37 2019;-74;0;0;51.277874;7.228638;1.134000;9.748900;51.277920;7.228730;1.309000;9.748900;51.277874;7.228638;1.134000;0;0;0.0.0.0;
131;infrastructure;DIRECT-E3M2020 Series;86:25:19:95:A8:5A;;1;No;WPA2,AES-CCM;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 20:57:44 2019;Sat Dec  7 20:57:54 2019;-64;0;0;51.277966;7.228796;1.014000;10.627800;51.278019;7.228813;1.150000;10.627800;51.277966;7.228796;1.150000;0;0;0.0.0.0;
132;infrastructure;devolo-bf0;30:D3:2D:CC:5B:F0;;11;No;WPA2,AES-CCM;No;54.0;0;3;0;0;0;0;0;;;Sat Dec  7 20:57:18 2019;Sat Dec  7 20:58:05 2019;-73;0;0;51.277771;7.228641;0.432000;0.000000;51.278107;7.228916;1.230000;0.000000;51.277771;7.228641;0.432000;0;0;0.0.0.0;
133;infrastructure;UPC2270687;34:2C:C4:10:D1:DF;;6;No;WPA2,AES-CCM,TKIP;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 20:57:37 2019;Sat Dec  7 20:58:04 2019;-72;0;0;51.277920;7.228730;1.229000;27.490000;51.278107;7.228916;1.309000;27.490000;51.277920;7.228730;1.309000;0;0;0.0.0.0;
134;infrastructure;DIRECT-86-HP OfficeJet Pro 8720;EC:8E:B5:CE:A5:88;;1;No;WPA2,AES-CCM;No;54.0;0;1;0;0;0;0;0;;;Sat Dec  7 20:57:44 2019;Sat Dec  7 20:58:04 2019;-64;0;0;51.277966;7.228796;1.150000;10.627800;51.278107;7.228916;1.229000;10.627800;51.277966;7.228796;1.150000;0;0;0.0.0.0;
135;infrastructure;UPC241553922;5C:A3:9D:88:DE:E8;;6;No;WPA2,AES-CCM,TKIP;No;54.0;0;3;0;0;0;0;0;;;Sat Dec  7 20:57:49 2019;Sat Dec  7 20:58:18 2019;-77;0;0;51.277988;7.228804;0.801000;24.729700;51.278236;7.228901;1.434000;24.729700;51.277988;7.228804;0.801000;0;0;0.0.0.0;
136;infrastructure;Zozezine;38:43:7D:60:3E:CA;;11;No;WPA2,AES-CCM,TKIP;No;54.0;0;4;0;0;0;0;0;;;Sat Dec  7 20:57:50 2019;Sat Dec  7 20:58:18 2019;-63;0;0;51.278000;7.228808;1.001000;19.417801;51.278236;7.228916;1.434000;19.417801;51.278000;7.228808;1.001000;0;0;0.0.0.0;
137;infrastructure;HZN249783610;1C:3A:DE:FE:2F:B3;;13;No;WPA2,AES-CCM,TKIP;No;54.0;0;3;0;0;0;0;0;;;Sat Dec  7 20:58:18 2019;Sat Dec  7 20:58:29 2019;-74;0;0;51.278236;7.228890;1.345000;343.561310;51.278347;7.229012;1.434000;343.561310;51.278236;7.228901;1.434000;0;0;0.0.0.0;
138;infrastructure;Unitymedia WifiSpot;36:2C:94:1B:0F:82;;1;No;WPA2,AES-CCM,TKIP;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 20:58:12 2019;Sat Dec  7 20:58:29 2019;-68;0;0;51.278179;7.228927;1.150000;8.390000;51.278347;7.229012;1.345000;8.390000;51.278179;7.228927;1.150000;0;0;0.0.0.0;
139;infrastructure;o2-WLAN85_EXT;50:D4:F7:58:97:CF;;6;No;WPA2,AES-CCM,TKIP;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 20:58:43 2019;Sat Dec  7 20:58:44 2019;-83;0;0;51.278461;7.229077;0.378000;36.388500;51.278461;7.229082;1.036000;36.388500;51.278461;7.229077;1.036000;0;0;0.0.0.0;
140;infrastructure;UPC1953230;C4:27:95:88:89:A1;;11;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 20:58:42 2019;Sat Dec  7 20:58:42 2019;-82;0;0;51.278450;7.229070;0.934000;12.420000;51.278450;7.229070;0.934000;12.420000;51.278450;7.229070;0.934000;0;0;0.0.0.0;
